id,user_id,location_id,duration,start_day,end_day,start_min,end_min,weekday
121,1,13,346.0,180,180,264,611,1
122,1,2,34.0,180,180,617,652,1
123,1,13,945.0,180,181,653,158,1
124,1,5,33.0,181,181,202,235,2
125,1,13,292.0,181,181,299,591,2
126,1,13,615.0,181,181,623,1238,2
127,1,7,765.0,181,182,1243,568,2
128,1,13,488.0,182,182,602,1091,3
129,1,14,385.0,182,183,1105,50,3
130,1,13,170.0,183,183,64,234,4
131,1,18,71.0,183,183,244,315,4
132,1,14,60.0,183,183,322,383,4
133,1,35,40.0,183,183,411,452,4
134,1,13,92.0,183,183,477,569,4
135,1,2,32.0,183,183,575,607,4
136,1,13,419.0,183,183,612,1031,4
137,1,7,459.0,183,184,1037,57,4
138,1,36,34.0,184,184,88,122,5
139,1,37,52.0,184,184,124,177,5
140,1,38,35.0,184,184,231,267,5
141,1,39,355.0,184,184,311,667,5
142,1,5,47.0,184,184,683,731,5
143,1,27,216.0,184,184,804,1021,5
144,1,40,36.0,184,184,1039,1075,5
145,1,27,530.0,184,185,1086,177,5
146,1,28,41.0,185,185,196,237,6
147,1,41,45.0,185,185,241,286,6
148,1,42,127.0,185,185,291,418,6
149,1,29,54.0,185,185,466,520,6
150,1,35,41.0,185,185,574,616,6
151,1,13,455.0,185,185,621,1077,6
152,1,14,417.0,185,186,1084,62,6
153,1,13,153.0,186,186,71,224,0
154,1,18,68.0,186,186,237,306,0
155,1,14,55.0,186,186,311,366,0
156,1,13,211.0,186,186,375,586,0
157,1,43,131.0,186,186,631,763,0
158,1,7,66.0,186,186,766,832,0
159,1,13,479.0,186,186,840,1320,0
160,1,7,404.0,186,187,1353,318,0
161,1,13,288.0,187,187,322,611,1
162,1,25,38.0,187,187,615,653,1
163,1,13,230.0,187,187,657,888,1
164,1,13,599.0,187,188,900,59,1
165,1,44,111.0,188,188,90,202,2
166,1,13,101.0,188,188,245,347,2
167,1,45,45.0,188,188,353,398,2
168,1,13,123.0,188,188,423,546,2
169,1,13,40.0,188,188,567,607,2
170,1,7,36.0,188,188,634,671,2
171,1,13,75.0,188,188,692,767,2
172,1,46,40.0,188,188,834,875,2
173,1,14,700.0,188,189,944,205,2
174,1,47,91.0,189,189,342,433,3
175,1,48,57.0,189,189,474,531,3
176,1,49,46.0,189,189,531,578,3
177,1,50,71.0,189,189,596,667,3
178,1,14,957.0,189,190,715,233,3
179,1,18,119.0,190,190,237,356,4
180,1,51,38.0,190,190,369,407,4
181,1,52,34.0,190,190,511,545,4
182,1,2,35.0,190,190,579,614,4
183,1,9,72.0,190,190,633,706,4
184,1,51,1200.0,190,191,710,470,4
185,1,53,53.0,191,191,564,617,5
186,1,54,50.0,191,191,649,699,5
187,1,55,69.0,191,191,699,768,5
188,1,14,838.0,191,192,826,224,5
189,1,24,31.0,192,192,301,332,6
190,1,56,31.0,192,192,335,367,6
191,1,13,174.0,192,192,413,587,6
192,1,13,941.0,192,193,652,154,6
193,1,57,41.0,193,193,157,199,0
194,1,18,67.0,193,193,243,310,0
195,1,7,182.0,193,193,311,494,0
196,1,13,97.0,193,193,497,595,0
197,1,13,621.0,193,193,618,1239,0
198,1,7,400.0,193,194,1245,206,0
199,1,13,40.0,194,194,211,251,1
200,1,7,221.0,194,194,256,477,1
201,1,13,52.0,194,194,528,580,1
202,1,13,586.0,194,194,606,1193,1
203,1,7,1018.0,194,195,1202,780,1
204,1,13,325.0,195,195,783,1109,2
205,1,7,489.0,195,196,1114,163,2
206,1,13,34.0,196,196,167,201,3
207,1,13,60.0,196,196,232,293,3
208,1,58,73.0,196,196,322,395,3
209,1,13,198.0,196,196,401,599,3
210,1,13,518.0,196,196,651,1169,3
211,1,14,376.0,196,197,1178,115,3
212,1,13,477.0,197,197,128,606,4
213,1,59,1088.0,197,198,653,301,4
214,1,13,353.0,198,198,306,660,5
215,1,60,34.0,198,198,668,703,5
216,1,13,388.0,198,198,709,1098,5
217,1,14,454.0,198,199,1107,122,5
218,1,13,193.0,199,199,132,325,6
219,1,13,961.0,199,199,380,1341,6
220,1,7,497.0,199,200,1345,403,6
221,1,13,169.0,200,200,407,576,0
222,1,35,36.0,200,200,607,644,0
223,1,13,418.0,200,200,649,1067,0
224,1,14,454.0,200,201,1077,91,0
225,1,13,134.0,201,201,113,248,1
226,1,2,91.0,201,201,331,422,1
227,1,7,60.0,201,201,429,489,1
228,1,13,96.0,201,201,498,594,1
229,1,2,594.0,201,201,601,1195,1
230,1,7,581.0,201,202,1202,343,1
231,1,13,195.0,202,202,349,544,2
232,1,61,85.0,202,202,544,629,2
233,1,13,305.0,202,202,697,1003,2
234,1,14,551.0,202,203,1005,116,2
235,1,13,95.0,203,203,136,232,3
236,1,7,354.0,203,203,265,620,3
237,1,13,913.0,203,204,628,102,3
238,1,13,85.0,204,204,110,195,4
239,1,7,246.0,204,204,214,460,4
240,1,18,134.0,204,204,461,595,4
241,1,13,1335.0,204,205,657,553,4
242,1,62,159.0,205,205,560,719,5
243,1,13,1063.0,205,206,724,347,5
244,1,18,68.0,206,206,360,428,6
245,1,13,106.0,206,206,443,549,6
246,1,25,33.0,206,206,554,588,6
247,1,13,167.0,206,206,593,760,6
248,1,14,45.0,206,206,785,830,6
249,1,13,485.0,206,206,841,1326,6
250,1,7,482.0,206,207,1366,408,6
251,1,13,86.0,207,207,411,498,0
252,1,9,48.0,207,207,508,556,0
253,1,2,35.0,207,207,584,619,0
254,1,13,76.0,207,207,689,766,0
255,1,43,109.0,207,207,766,876,0
256,1,13,1151.0,207,208,876,588,0
257,1,13,53.0,208,208,629,683,1
258,1,13,365.0,208,208,695,1060,1
259,1,7,442.0,208,209,1068,70,1
260,1,13,71.0,209,209,75,146,2
261,1,7,626.0,209,209,150,777,2
262,1,13,483.0,209,209,780,1264,2
263,1,7,466.0,209,210,1268,294,2
264,1,13,187.0,210,210,298,485,3
265,1,63,146.0,210,210,487,633,3
266,1,13,193.0,210,210,635,829,3
267,1,7,556.0,210,210,834,1390,3
268,1,64,546.0,211,211,36,582,4
269,1,65,45.0,211,211,687,732,4
270,1,66,30.0,211,211,817,847,4
271,1,67,33.0,211,211,873,907,4
272,1,68,610.0,211,212,913,83,4
273,1,69,107.0,212,212,277,384,5
274,1,70,87.0,212,212,394,482,5
275,1,71,232.0,212,212,523,755,5
276,1,13,1228.0,212,213,799,587,5
277,1,13,684.0,213,213,631,1315,6
278,1,7,686.0,213,214,1330,576,6
279,1,25,114.0,214,214,598,712,0
280,1,43,32.0,214,214,722,754,0
281,1,2,33.0,214,214,788,822,0
282,1,2,33.0,214,214,823,857,0
283,1,13,276.0,214,214,864,1141,0
284,1,18,531.0,214,215,1151,242,0
285,1,7,71.0,215,215,256,328,1
286,1,72,88.0,215,215,331,419,1
287,1,7,35.0,215,215,421,456,1
288,1,73,30.0,215,215,456,486,1
289,1,7,114.0,215,215,486,601,1
290,1,13,364.0,215,215,664,1028,1
291,1,7,881.0,215,216,1040,482,1
292,1,5,48.0,216,216,518,566,2
293,1,74,34.0,216,216,677,711,2
294,1,75,40.0,216,216,716,757,2
295,1,76,776.0,216,217,771,108,2
296,1,77,49.0,217,217,126,176,3
297,1,78,48.0,217,217,247,296,3
298,1,79,50.0,217,217,324,375,3
299,1,80,121.0,217,217,388,509,3
300,1,81,38.0,217,217,638,677,3
301,1,18,108.0,219,219,241,349,5
302,1,45,88.0,219,219,389,478,5
303,1,14,45.0,219,219,523,569,5
304,1,36,50.0,219,219,614,664,5
305,1,82,35.0,219,219,664,700,5
306,1,83,39.0,219,219,704,743,5
307,1,13,293.0,219,219,766,1059,5
308,1,7,939.0,219,220,1064,563,5
309,1,25,38.0,220,220,572,610,6
310,1,13,65.0,220,220,615,681,6
311,1,13,449.0,220,220,715,1164,6
312,1,7,779.0,220,221,1170,509,6
313,1,7,85.0,221,221,511,596,0
314,1,2,1078.0,221,222,596,235,0
315,1,72,89.0,222,222,331,420,1
316,1,7,91.0,222,222,421,512,1
317,1,13,73.0,222,222,517,591,1
318,1,13,514.0,222,222,623,1138,1
319,1,62,32.0,222,222,1147,1180,1
320,1,7,654.0,222,223,1190,404,1
321,1,13,141.0,223,223,408,550,2
322,1,84,113.0,223,223,600,713,2
323,1,7,60.0,223,223,716,777,2
324,1,13,116.0,223,223,782,898,2
325,1,85,68.0,223,223,918,986,2
326,1,58,791.0,223,224,986,337,2
327,1,13,252.0,224,224,337,590,3
328,1,13,90.0,224,224,628,719,3
329,1,86,712.0,224,225,822,94,3
330,1,13,102.0,225,225,133,236,4
331,1,14,84.0,225,225,277,361,4
332,1,13,185.0,225,225,371,557,4
333,1,84,179.0,225,225,609,788,4
334,1,13,325.0,225,225,799,1125,4
335,1,2,670.0,225,226,1130,360,4
336,1,87,261.0,226,226,373,634,5
337,1,62,53.0,226,226,673,727,5
338,1,13,263.0,226,226,794,1057,5
339,1,7,852.0,226,227,1062,474,5
340,1,13,31.0,227,227,482,513,6
341,1,25,37.0,227,227,543,581,6
342,1,13,415.0,227,227,584,999,6
343,1,7,796.0,227,228,1005,362,6
344,1,13,202.0,228,228,372,575,0
345,1,25,48.0,228,228,619,668,0
346,1,13,172.0,228,228,670,842,0
347,1,14,611.0,228,229,851,23,0
348,1,88,121.0,229,229,59,181,1
349,1,13,42.0,229,229,199,241,1
350,1,89,37.0,229,229,286,323,1
351,1,72,128.0,229,229,335,464,1
352,1,13,81.0,229,229,478,560,1
353,1,2,30.0,229,229,565,595,1
354,1,43,243.0,229,229,601,844,1
355,1,13,155.0,229,229,897,1053,1
356,1,85,762.0,229,230,1061,384,1
357,1,13,165.0,230,230,390,556,2
358,1,2,72.0,230,230,564,636,2
359,1,13,216.0,230,230,651,867,2
360,1,13,480.0,230,230,877,1357,2
361,1,7,161.0,230,231,1363,84,2
362,1,13,81.0,231,231,90,172,3
363,1,90,155.0,231,231,233,388,3
364,1,91,33.0,231,231,398,432,3
365,1,92,38.0,231,231,452,491,3
366,1,13,327.0,231,231,518,846,3
367,1,93,432.0,231,231,899,1332,3
368,1,7,532.0,231,232,1352,444,3
369,1,13,235.0,232,232,448,683,4
370,1,25,74.0,232,232,692,767,4
371,1,13,534.0,232,232,791,1325,4
372,1,7,184.0,232,233,1331,76,4
373,1,94,30.0,233,233,155,185,5
374,1,95,84.0,233,233,231,315,5
375,1,96,47.0,233,233,315,363,5
376,1,97,36.0,233,233,459,495,5
377,1,98,145.0,233,233,585,730,5
378,1,99,1105.0,233,234,747,413,5
379,1,13,36.0,234,234,519,556,6
380,1,62,130.0,234,234,561,691,6
381,1,13,282.0,234,234,692,975,6
382,1,7,817.0,234,235,980,357,6
383,1,13,59.0,235,235,363,423,0
384,1,13,220.0,235,235,437,657,0
385,1,2,58.0,235,235,664,722,0
386,1,13,377.0,235,235,737,1114,0
387,1,7,664.0,235,236,1117,342,0
388,1,13,212.0,236,236,403,615,1
389,1,13,67.0,236,236,652,720,1
390,1,43,121.0,236,236,720,841,1
391,1,7,52.0,236,236,845,898,1
392,1,13,79.0,236,236,900,980,1
393,1,7,332.0,236,236,986,1318,1
394,1,100,53.0,236,237,1417,30,1
395,1,7,296.0,237,237,75,371,2
396,1,13,196.0,237,237,380,577,2
397,1,2,33.0,237,237,582,615,2
398,1,25,36.0,237,237,628,665,2
399,1,13,829.0,237,238,670,60,2
400,1,7,86.0,238,238,64,151,3
401,1,13,47.0,238,238,156,203,3
402,1,13,271.0,238,238,212,483,3
403,1,101,77.0,238,238,483,561,3
404,1,7,117.0,238,238,564,682,3
405,1,13,795.0,238,239,686,42,3
406,1,102,49.0,239,239,45,95,4
407,1,13,140.0,239,239,98,239,4
408,1,7,105.0,239,239,255,360,4
409,1,62,86.0,239,239,388,474,4
410,1,13,158.0,239,239,477,636,4
411,1,2,34.0,239,239,645,679,4
412,1,13,168.0,239,239,686,855,4
413,1,13,721.0,239,240,885,166,4
414,1,103,73.0,240,240,198,272,5
415,1,104,109.0,240,240,293,402,5
416,1,105,154.0,240,240,409,563,5
417,1,13,289.0,240,240,563,853,5
418,1,13,1177.0,240,241,877,615,5
419,1,2,38.0,241,241,640,678,6
420,1,13,58.0,241,241,691,749,6
421,1,13,1281.0,241,242,753,594,6
422,1,13,160.0,242,242,623,783,0
423,1,7,33.0,242,242,823,856,0
424,1,13,854.0,242,243,862,276,0
425,1,106,49.0,243,243,290,340,1
426,1,13,208.0,243,243,349,558,1
427,1,13,38.0,243,243,590,629,1
428,1,107,103.0,243,243,641,744,1
429,1,7,46.0,243,243,744,791,1
430,1,13,600.0,243,243,815,1415,1
431,1,7,446.0,243,244,1419,425,1
432,1,13,153.0,244,244,429,582,2
433,1,13,676.0,244,244,641,1317,2
434,1,7,376.0,244,245,1321,258,2
435,1,13,257.0,245,245,262,519,3
436,1,108,305.0,245,245,601,907,3
437,1,109,1077.0,245,246,976,614,3
438,1,110,112.0,246,246,651,764,4
439,1,111,847.0,246,247,764,172,4
440,1,112,413.0,247,247,206,619,5
441,1,113,141.0,247,247,622,763,5
442,1,114,32.0,247,247,788,821,5
443,1,115,663.0,247,248,835,59,5
444,1,116,89.0,248,248,283,372,6
445,1,117,113.0,248,248,433,547,6
446,1,118,31.0,248,248,651,682,6
447,1,113,51.0,248,248,738,789,6
448,1,109,708.0,248,249,808,76,6
449,1,119,265.0,249,249,156,422,0
450,1,7,160.0,249,249,498,659,0
451,1,13,385.0,249,249,670,1055,0
452,1,7,37.0,249,249,1062,1099,0
453,1,7,46.0,249,249,1101,1147,0
454,1,7,587.0,249,250,1149,297,0
455,1,13,266.0,250,250,310,576,1
456,1,120,68.0,250,250,653,721,1
457,1,43,87.0,250,250,723,811,1
458,1,7,44.0,250,250,815,860,1
459,1,13,858.0,250,251,864,282,1
460,1,7,374.0,251,251,292,667,2
461,1,13,372.0,251,251,667,1039,2
462,1,7,543.0,251,252,1041,145,2
463,1,121,63.0,252,252,203,267,3
464,1,122,56.0,252,252,274,331,3
465,1,123,60.0,252,252,449,509,3
466,1,123,722.0,252,253,750,32,3
467,1,13,88.0,253,253,52,141,4
468,1,124,50.0,253,253,177,227,4
469,1,13,164.0,253,253,279,443,4
470,1,7,34.0,253,253,474,509,4
471,1,125,1189.0,253,254,517,266,4
472,1,13,260.0,254,254,287,548,5
473,1,13,1024.0,254,255,589,173,5
474,1,126,55.0,255,255,229,284,6
475,1,127,96.0,255,255,332,428,6
476,2,128,127.0,0,0,833,961,3
477,2,128,464.0,0,1,983,8,3
478,2,129,172.0,1,1,51,223,4
479,2,129,407.0,1,1,263,671,4
480,2,130,93.0,1,1,692,786,4
481,2,128,196.0,1,1,851,1047,4
482,2,128,99.0,2,2,62,161,5
483,2,128,219.0,2,2,265,484,5
484,2,131,131.0,2,2,563,695,5
485,2,132,49.0,2,2,703,753,5
486,2,128,57.0,2,2,835,893,5
487,2,133,776.0,3,3,641,1418,6
488,2,129,587.0,4,4,52,640,0
489,2,128,744.0,4,5,719,23,0
490,2,129,202.0,5,5,50,253,1
491,2,129,362.0,5,5,259,621,1
492,2,128,720.0,5,6,738,19,1
493,2,129,176.0,6,6,48,224,2
494,2,129,329.0,6,6,262,591,2
495,2,128,816.0,6,7,641,17,2
496,2,129,167.0,7,7,48,216,3
497,2,129,373.0,7,7,250,623,3
498,2,128,752.0,7,8,702,15,3
499,2,129,183.0,8,8,43,227,4
500,2,129,370.0,8,8,266,637,4
501,2,128,815.0,8,9,686,61,4
502,2,128,68.0,9,9,589,657,5
503,2,128,323.0,9,9,694,1017,5
504,2,128,736.0,10,11,718,15,6
505,2,129,161.0,11,11,54,216,0
506,2,129,376.0,11,11,246,623,0
507,2,128,785.0,11,12,695,40,0
508,2,129,169.0,12,12,46,216,1
509,2,129,424.0,12,12,255,680,1
510,2,128,714.0,12,13,752,27,1
511,2,129,1196.0,13,14,257,13,2
512,2,134,168.0,15,15,47,216,4
513,2,129,506.0,15,15,245,751,4
514,2,128,1000.0,15,16,787,347,4
515,2,135,86.0,16,16,373,459,5
516,2,128,79.0,16,16,488,568,5
517,2,128,1049.0,16,17,589,199,5
518,2,128,108.0,17,17,434,542,6
519,2,133,49.0,17,17,661,711,6
520,2,136,33.0,17,18,1412,5,6
521,2,129,207.0,18,18,14,221,0
522,2,129,360.0,18,18,247,607,0
523,2,128,745.0,18,19,725,30,0
524,2,129,171.0,19,19,41,212,1
525,2,129,146.0,19,19,246,393,1
526,2,129,63.0,19,19,437,501,1
527,2,129,104.0,19,19,512,617,1
528,2,128,80.0,19,19,679,759,1
529,2,128,51.0,19,19,764,816,1
530,2,129,174.0,20,20,39,214,2
531,2,129,446.0,20,20,249,696,2
532,2,48,60.0,20,20,746,806,2
533,2,128,50.0,20,20,853,903,2
534,2,128,554.0,20,21,906,20,2
535,2,129,378.0,21,21,249,628,3
536,2,128,186.0,21,21,677,863,3
537,2,128,584.0,21,22,873,17,3
538,2,129,249.0,22,22,438,687,4
539,2,128,67.0,22,22,751,818,4
540,2,128,742.0,22,23,821,123,4
541,2,128,55.0,23,23,139,194,5
542,2,137,49.0,23,23,476,525,5
543,2,128,786.0,23,24,881,227,5
544,2,128,98.0,24,24,454,552,6
545,2,138,36.0,24,25,1417,14,6
546,2,129,194.0,25,25,20,214,0
547,2,129,394.0,25,25,248,642,0
548,2,128,102.0,25,25,698,800,0
549,2,128,622.0,25,26,839,21,0
550,2,129,635.0,26,26,57,692,1
551,2,128,733.0,26,27,724,17,1
552,2,129,170.0,27,27,52,222,2
553,2,139,549.0,27,27,275,825,2
554,2,128,563.0,27,28,897,21,2
555,2,129,175.0,28,28,52,228,3
556,2,129,385.0,28,28,266,652,3
557,2,129,185.0,28,28,675,860,3
558,2,128,575.0,28,29,889,25,3
559,2,129,159.0,29,29,53,213,4
560,2,129,465.0,29,29,251,717,4
561,2,128,841.0,29,30,755,156,4
562,2,128,152.0,30,30,173,326,5
563,2,128,127.0,30,30,483,610,5
564,2,133,979.0,30,31,696,236,5
565,2,140,152.0,31,31,345,497,6
566,2,141,161.0,31,31,517,678,6
567,2,129,173.0,39,39,49,222,0
568,2,142,30.0,39,39,225,255,0
569,2,129,375.0,39,39,258,634,0
570,2,128,665.0,39,39,774,1439,0
571,2,129,179.0,40,40,41,221,1
572,2,129,353.0,40,40,264,617,1
573,2,128,724.0,40,40,688,1412,1
574,2,129,182.0,41,41,33,216,2
575,2,128,688.0,41,42,756,5,2
576,2,129,180.0,42,42,39,219,3
577,2,129,379.0,42,42,252,632,3
578,2,128,742.0,42,42,693,1435,3
579,2,129,168.0,43,43,51,220,4
580,2,129,565.0,43,43,243,808,4
581,2,128,836.0,43,44,837,233,4
582,2,128,70.0,44,44,280,351,5
583,2,128,97.0,44,44,361,459,5
584,2,9,34.0,44,44,670,705,5
585,2,128,870.0,44,45,778,209,5
586,2,128,255.0,45,45,287,543,6
587,2,141,143.0,45,45,639,783,6
588,2,138,219.0,45,46,1438,218,6
589,2,129,394.0,46,46,260,654,0
590,2,128,757.0,46,47,693,11,0
591,2,129,169.0,47,47,45,215,1
592,2,128,721.0,47,47,673,1394,1
593,2,129,512.0,48,48,80,593,2
594,2,128,774.0,48,49,678,13,2
595,2,129,168.0,49,49,50,218,3
596,2,129,354.0,49,49,244,598,3
597,2,128,110.0,49,49,666,776,3
598,2,128,608.0,49,49,827,1436,3
599,2,129,174.0,50,50,47,221,4
600,2,142,31.0,50,50,227,258,4
601,2,129,447.0,50,50,261,709,4
602,2,128,757.0,50,51,782,99,4
603,2,128,34.0,51,51,352,386,5
604,2,128,174.0,52,52,329,504,6
605,2,129,588.0,60,60,26,614,0
606,2,128,809.0,60,61,675,45,0
607,2,129,633.0,61,61,50,683,1
608,2,129,316.0,62,62,266,582,2
609,2,143,41.0,62,62,584,626,2
610,2,141,1387.0,62,63,642,589,2
611,2,128,1283.0,64,65,775,619,4
612,2,128,1318.0,69,70,526,404,2
613,2,134,50.0,77,77,585,635,3
614,2,128,772.0,77,78,681,14,3
615,2,129,196.0,78,78,51,248,4
616,2,129,252.0,78,78,418,670,4
617,2,128,31.0,78,78,737,769,4
618,2,129,598.0,88,88,32,630,0
619,2,128,1369.0,88,89,670,600,0
620,2,128,1069.0,89,90,695,324,1
621,2,128,51.0,90,90,722,773,2
622,2,128,1229.0,90,91,814,603,2
623,2,128,122.0,91,91,677,799,3
624,2,128,669.0,91,92,832,61,3
625,2,129,167.0,92,92,63,231,4
626,2,144,66.0,92,92,325,391,4
627,2,145,117.0,92,92,411,529,4
628,2,128,194.0,92,92,529,723,4
629,2,146,848.0,92,93,723,132,4
630,2,147,57.0,93,93,385,442,5
631,2,148,32.0,93,93,485,517,5
632,2,148,196.0,94,94,74,270,6
633,2,148,253.0,94,94,291,544,6
634,2,148,956.0,94,95,548,64,6
635,2,148,457.0,95,95,80,538,0
636,2,148,37.0,96,96,94,131,1
637,2,149,99.0,96,96,394,493,1
638,2,148,1042.0,96,97,527,130,1
639,2,148,184.0,97,97,251,435,2
640,2,148,63.0,97,97,449,512,2
641,2,148,179.0,97,97,554,734,2
642,2,149,132.0,98,98,582,714,3
643,2,147,980.0,98,99,765,305,3
644,2,147,725.0,99,99,643,1369,4
645,2,128,1226.0,100,101,864,650,5
646,2,128,734.0,101,102,723,18,6
647,2,129,539.0,102,102,51,590,0
648,2,128,1422.0,102,103,631,614,0
649,2,128,1027.0,103,104,685,272,1
650,2,129,336.0,104,104,272,609,2
651,2,48,60.0,105,105,663,723,3
652,2,128,756.0,105,106,730,46,3
653,2,129,634.0,106,106,55,689,4
654,2,128,1016.0,106,107,741,318,4
655,2,128,76.0,107,107,328,404,5
656,2,128,792.0,107,108,935,287,5
657,2,128,49.0,108,108,292,341,6
658,2,128,77.0,108,108,612,689,6
659,2,141,717.0,108,108,703,1420,6
660,2,138,615.0,108,109,1420,596,6
661,2,141,93.0,109,109,653,746,0
662,2,140,627.0,109,109,785,1413,0
663,2,136,32.0,109,110,1423,16,0
664,2,129,673.0,110,110,22,696,1
665,2,128,718.0,110,111,735,14,1
666,2,150,596.0,111,111,14,610,2
667,2,128,783.0,111,112,667,10,2
668,2,128,803.0,113,114,785,148,4
669,2,151,41.0,114,114,185,227,5
670,2,128,102.0,114,114,341,443,5
671,2,21,62.0,114,114,621,684,5
672,2,128,1260.0,114,115,730,550,5
673,2,152,140.0,115,115,612,752,6
674,2,48,52.0,115,115,770,822,6
675,2,128,639.0,115,116,828,27,6
676,2,128,501.0,116,116,705,1206,0
677,2,128,217.0,116,117,1223,1,0
678,2,129,605.0,117,117,26,632,1
679,2,128,1338.0,117,118,698,597,1
680,2,128,637.0,118,119,815,12,2
681,2,150,209.0,119,119,19,228,3
682,2,129,347.0,119,119,279,626,3
683,2,128,908.0,120,121,748,216,4
684,2,153,479.0,121,121,271,750,5
685,2,128,965.0,121,122,814,340,5
686,2,154,45.0,122,122,410,455,6
687,2,128,1371.0,123,124,677,609,0
688,2,128,1173.0,124,125,853,587,1
